Medal Won,Athlete Name,First Game,Host Country,Game Name,Year
SILVER,"Lee Roy, Jr. JAMES",Montreal 1976,Canada,Montreal 1976,1976
GOLD,Nikolai KOLESNIKOV,Montreal 1976,Canada,Montreal 1976,1976
BRONZE,Kazumasa HIRAI,Montreal 1976,Canada,Montreal 1976,1976
GOLD,Aleksandr VORONIN,Montreal 1976,Canada,Montreal 1976,1976
GOLD,Edmund Sloane COFFIN,Montreal 1976,Canada,Montreal 1976,1976
GOLD,Fabio DAL ZOTTO,Montreal 1976,Canada,Montreal 1976,1976
GOLD,Mike BRUNER,Montreal 1976,Canada,Montreal 1976,1976
SILVER,Steven Garrett GREGG,Montreal 1976,Canada,Montreal 1976,1976
BRONZE,"William Ronald, Jr. FORRESTER",Montreal 1976,Canada,Montreal 1976,1976
SILVER,Petra PRIEMER,Montreal 1976,Canada,Montreal 1976,1976
GOLD,Bruce Macfarlane FURNISS,Montreal 1976,Canada,Montreal 1976,1976
SILVER,John Phillips NABER,Montreal 1976,Canada,Montreal 1976,1976
GOLD,John Phillips NABER,Montreal 1976,Canada,Montreal 1976,1976
GOLD,John Phillips NABER,Montreal 1976,Canada,Montreal 1976,1976
BRONZE,Jim MONTGOMERY,Montreal 1976,Canada,Montreal 1976,1976
GOLD,Jim MONTGOMERY,Montreal 1976,Canada,Montreal 1976,1976
BRONZE,Peter NOCKE,Montreal 1976,Canada,Montreal 1976,1976
SILVER,Lyubov RUSANOVA,Montreal 1976,Canada,Montreal 1976,1976
BRONZE,Lyubov RUSANOVA,Montreal 1976,Canada,Montreal 1976,1976
BRONZE,Marina KOSHEVAYA,Montreal 1976,Canada,Montreal 1976,1976
GOLD,Marina KOSHEVAYA,Montreal 1976,Canada,Montreal 1976,1976
BRONZE,Wendy Lansbach BOGLIOLI,Montreal 1976,Canada,Montreal 1976,1976
GOLD,Brian Stuart GOODELL,Montreal 1976,Canada,Montreal 1976,1976
GOLD,Brian Stuart GOODELL,Montreal 1976,Canada,Montreal 1976,1976
SILVER,Robert William HACKETT,Montreal 1976,Canada,Montreal 1976,1976
BRONZE,Stephen HOLLAND,Montreal 1976,Canada,Montreal 1976,1976
SILVER,Cheryl GIBSON,Montreal 1976,Canada,Montreal 1976,1976
SILVER,Peter Drake ROCCA,Montreal 1976,Canada,Montreal 1976,1976
SILVER,Peter Drake ROCCA,Montreal 1976,Canada,Montreal 1976,1976
GOLD,Petra THÜMER,Montreal 1976,Canada,Montreal 1976,1976
GOLD,Petra THÜMER,Montreal 1976,Canada,Montreal 1976,1976
BRONZE,Shannon SMITH,Montreal 1976,Canada,Montreal 1976,1976
GOLD,Ulrike RICHTER,Montreal 1976,Canada,Montreal 1976,1976
GOLD,Ulrike RICHTER,Montreal 1976,Canada,Montreal 1976,1976
BRONZE,Nancy Ellen GARAPICK,Montreal 1976,Canada,Montreal 1976,1976
BRONZE,Nancy Ellen GARAPICK,Montreal 1976,Canada,Montreal 1976,1976
GOLD,Rodney STRACHAN,Montreal 1976,Canada,Montreal 1976,1976
BRONZE,Andrei SMIRNOV,Montreal 1976,Canada,Montreal 1976,1976
BRONZE,Daniel Lee HARRIGAN,Montreal 1976,Canada,Montreal 1976,1976
BRONZE,Wendy Elizabeth WEINBERG,Montreal 1976,Canada,Montreal 1976,1976
SILVER,"Jack, Jr. BABASHOFF",Montreal 1976,Canada,Montreal 1976,1976
SILVER,Joseph Stuart BOTTOM,Montreal 1976,Canada,Montreal 1976,1976
GOLD,Matthew Haynes VOGEL,Montreal 1976,Canada,Montreal 1976,1976
SILVER,Timothy Andrew SHAW,Montreal 1976,Canada,Montreal 1976,1976
BRONZE,Vladimir RASKATOV,Montreal 1976,Canada,Montreal 1976,1976
SILVER,Giuseppe MARTINELLI,Montreal 1976,Canada,Montreal 1976,1976
BRONZE,Gheorghe MEGELEA,Montreal 1976,Canada,Montreal 1976,1976
BRONZE,David Luther ROBERTS,Montreal 1976,Canada,Montreal 1976,1976
SILVER,Frederick Vaughn NEWHOUSE,Montreal 1976,Canada,Montreal 1976,1976
BRONZE,Herman Ronald FRAZIER,Montreal 1976,Canada,Montreal 1976,1976
SILVER,Ivo VAN DAMME,Montreal 1976,Canada,Montreal 1976,1976
SILVER,Ivo VAN DAMME,Montreal 1976,Canada,Montreal 1976,1976
BRONZE,Klaus-Peter HILDENBRAND,Montreal 1976,Canada,Montreal 1976,1976
SILVER,James A. BUTTS,Montreal 1976,Canada,Montreal 1976,1976
SILVER,Gregory JOY,Montreal 1976,Canada,Montreal 1976,1976
SILVER,Michael Lyle SHINE,Montreal 1976,Canada,Montreal 1976,1976
GOLD,Angela VOIGT,Montreal 1976,Canada,Montreal 1976,1976
SILVER,Catherine Laverne MCMILLAN,Montreal 1976,Canada,Montreal 1976,1976
BRONZE,Frank BAUMGARTL,Montreal 1976,Canada,Montreal 1976,1976
SILVER,Millard Frank Jr. HAMPTON,Montreal 1976,Canada,Montreal 1976,1976
BRONZE,Dwayne Eugene EVANS,Montreal 1976,Canada,Montreal 1976,1976
SILVER,Tatiana ANISIMOVA,Montreal 1976,Canada,Montreal 1976,1976
BRONZE,Natalya LEBEDEVA,Montreal 1976,Canada,Montreal 1976,1976
BRONZE,Inge HELTEN,Montreal 1976,Canada,Montreal 1976,1976
SILVER,Yevgeni MIRONOV,Montreal 1976,Canada,Montreal 1976,1976
BRONZE,Elfi ZINN,Montreal 1976,Canada,Montreal 1976,1976
BRONZE,Frank WARTENBERG,Montreal 1976,Canada,Montreal 1976,1976
SILVER,Aleksei SPIRIDONOV,Montreal 1976,Canada,Montreal 1976,1976
GOLD,Gregor BRAUN,Montreal 1976,Canada,Montreal 1976,1976
GOLD,Klaus-Jürgen GRÜNKE,Montreal 1976,Canada,Montreal 1976,1976
SILVER,Michel VAARTEN,Montreal 1976,Canada,Montreal 1976,1976
GOLD,Aleksandr ROGOV,Montreal 1976,Canada,Montreal 1976,1976
GOLD,Carola ZIRZOW,Montreal 1976,Canada,Montreal 1976,1976
SILVER,Tatyana KORSHUNOVA,Montreal 1976,Canada,Montreal 1976,1976
BRONZE,Klara RAJNAI,Montreal 1976,Canada,Montreal 1976,1976
GOLD,Jennifer Kay CHANDLER,Montreal 1976,Canada,Montreal 1976,1976
GOLD,Elena VAYTSEKHOVSKAYA,Montreal 1976,Canada,Montreal 1976,1976
BRONZE,Deborah Keplar WILSON,Montreal 1976,Canada,Montreal 1976,1976
GOLD,Philip George BOGGS,Montreal 1976,Canada,Montreal 1976,1976
BRONZE,Joachim DREIFKE,Montreal 1976,Canada,Montreal 1976,1976
GOLD,Christine SCHEIBLICH,Montreal 1976,Canada,Montreal 1976,1976
SILVER,Joan Louise LIND,Montreal 1976,Canada,Montreal 1976,1976
BRONZE,Elena ANTONOVA,Montreal 1976,Canada,Montreal 1976,1976
BRONZE,Hiroshi KAJIYAMA,Montreal 1976,Canada,Montreal 1976,1976
BRONZE,Peter Martin KORMANN,Montreal 1976,Canada,Montreal 1976,1976
SILVER,Carola DOMBECK,Montreal 1976,Canada,Montreal 1976,1976
SILVER,Teodora UNGUREANU,Montreal 1976,Canada,Montreal 1976,1976
BRONZE,Teodora UNGUREANU,Montreal 1976,Canada,Montreal 1976,1976
SILVER,Vladimir MARCHENKO,Montreal 1976,Canada,Montreal 1976,1976
SILVER,Mircea SIMON,Montreal 1976,Canada,Montreal 1976,1976
BRONZE,John TATE,Montreal 1976,Canada,Montreal 1976,1976
BRONZE,Clarence HILL,Montreal 1976,Canada,Montreal 1976,1976
SILVER,Pedro José GAMARRO,Montreal 1976,Canada,Montreal 1976,1976
BRONZE,Reinhard SKRICEK,Montreal 1976,Canada,Montreal 1976,1976
GOLD,"Leonard, Jr. SPINKS",Montreal 1976,Canada,Montreal 1976,1976
SILVER,Sixto SORIA CABRERA,Montreal 1976,Canada,Montreal 1976,1976
BRONZE,Costica DAFINOIU,Montreal 1976,Canada,Montreal 1976,1976
BRONZE,Leszek KOSEDOWSKI,Montreal 1976,Canada,Montreal 1976,1976
BRONZE,Juan PAREDES,Montreal 1976,Canada,Montreal 1976,1976
GOLD,Michael L. SPINKS,Montreal 1976,Canada,Montreal 1976,1976
SILVER,Rufat RISKIEV,Montreal 1976,Canada,Montreal 1976,1976
BRONZE,Luis Felipe MARTINEZ SANCHEZ,Montreal 1976,Canada,Montreal 1976,1976
SILVER,Tadija KACAR,Montreal 1976,Canada,Montreal 1976,1976
GOLD,Ray Charles LEONARD,Montreal 1976,Canada,Montreal 1976,1976
BRONZE,Payao POOLTARAT,Montreal 1976,Canada,Montreal 1976,1976
BRONZE,Orlando MALDONADO,Montreal 1976,Canada,Montreal 1976,1976
GOLD,"Howard Edward, Jr. DAVIS",Montreal 1976,Canada,Montreal 1976,1976
GOLD,Leonard RANDOLPH,Montreal 1976,Canada,Montreal 1976,1976
SILVER,Ramon DUVALON CARRION,Montreal 1976,Canada,Montreal 1976,1976
BRONZE,David TOROSYAN,Montreal 1976,Canada,Montreal 1976,1976
SILVER,Charles Michael MOONEY,Montreal 1976,Canada,Montreal 1976,1976
BRONZE,Patrick COWDELL,Montreal 1976,Canada,Montreal 1976,1976
BRONZE,Farkhad MUSTAFIN,Montreal 1976,Canada,Montreal 1976,1976
SILVER,Vladimir CHEBOKSAROV,Montreal 1976,Canada,Montreal 1976,1976
BRONZE,Akira KUDO,Montreal 1976,Canada,Montreal 1976,1976
SILVER,Kamen GORANOV,Montreal 1976,Canada,Montreal 1976,1976
GOLD,Vladimir YUMIN,Montreal 1976,Canada,Montreal 1976,1976
SILVER,Hans-Dieter BRÜCHERT,Montreal 1976,Canada,Montreal 1976,1976
BRONZE,Masao ARAI,Montreal 1976,Canada,Montreal 1976,1976
SILVER,Nelson DAVIDYAN,Montreal 1976,Canada,Montreal 1976,1976
SILVER,Lloyd Weldon KEASER,Montreal 1976,Canada,Montreal 1976,1976
BRONZE,Yasaburo SUGAWARA,Montreal 1976,Canada,Montreal 1976,1976
BRONZE,Stelica MORCOV,Montreal 1976,Canada,Montreal 1976,1976
GOLD,Aleksei SHUMAKOV,Montreal 1976,Canada,Montreal 1976,1976
BRONZE,Ladislau SIMON,Montreal 1976,Canada,Montreal 1976,1976
SILVER,Aleksandr IVANOV,Montreal 1976,Canada,Montreal 1976,1976
BRONZE,Hae-Sup JEON,Montreal 1976,Canada,Montreal 1976,1976
BRONZE,"Stanley Joseph, Jr. DZIEDZIC",Montreal 1976,Canada,Montreal 1976,1976
SILVER,Russell Owen HELLICKSON,Montreal 1976,Canada,Montreal 1976,1976
BRONZE,Dimov KOSTOV,Montreal 1976,Canada,Montreal 1976,1976
SILVER,Viktor NOVOZHILOV,Montreal 1976,Canada,Montreal 1976,1976
SILVER,Michel VAILLANCOURT,Montreal 1976,Canada,Montreal 1976,1976
SILVER,Raisa SMETANINA,Innsbruck 1976,Austria,Innsbruck 1976,1976
GOLD,Raisa SMETANINA,Innsbruck 1976,Austria,Innsbruck 1976,1976
SILVER,William KOCH,Innsbruck 1976,Austria,Innsbruck 1976,1976
SILVER,Andrea EHRIG,Innsbruck 1976,Austria,Innsbruck 1976,1976
BRONZE,Hans VAN HELDEN,Innsbruck 1976,Austria,Innsbruck 1976,1976
BRONZE,Hans VAN HELDEN,Innsbruck 1976,Austria,Innsbruck 1976,1976
BRONZE,Hans VAN HELDEN,Innsbruck 1976,Austria,Innsbruck 1976,1976
BRONZE,Ingemar STENMARK,Innsbruck 1976,Austria,Innsbruck 1976,1976
BRONZE,Cynthia NELSON,Innsbruck 1976,Austria,Innsbruck 1976,1976
GOLD,Franz KLAMMER,Innsbruck 1976,Austria,Innsbruck 1976,1976
BRONZE,Tatyana AVERINA,Innsbruck 1976,Austria,Innsbruck 1976,1976
BRONZE,Tatyana AVERINA,Innsbruck 1976,Austria,Innsbruck 1976,1976
GOLD,Tatyana AVERINA,Innsbruck 1976,Austria,Innsbruck 1976,1976
GOLD,Tatyana AVERINA,Innsbruck 1976,Austria,Innsbruck 1976,1976
SILVER,Yury KONDAKOV,Innsbruck 1976,Austria,Innsbruck 1976,1976
GOLD,Jan Egil STORHOLT,Innsbruck 1976,Austria,Innsbruck 1976,1976
GOLD,Piet KLEINE,Innsbruck 1976,Austria,Innsbruck 1976,1976
SILVER,Piet KLEINE,Innsbruck 1976,Austria,Innsbruck 1976,1976
GOLD,Peter MUELLER,Innsbruck 1976,Austria,Innsbruck 1976,1976
GOLD,Yevgeny KULIKOV,Innsbruck 1976,Austria,Innsbruck 1976,1976
BRONZE,Daniel IMMERFALL,Innsbruck 1976,Austria,Innsbruck 1976,1976
GOLD,Detlef GÜNTHER,Innsbruck 1976,Austria,Innsbruck 1976,1976
BRONZE,Hans RINN,Innsbruck 1976,Austria,Innsbruck 1976,1976
SILVER,Yevgeny BELYAEV,Innsbruck 1976,Austria,Innsbruck 1976,1976
GOLD,Sergey SAVELYEV,Innsbruck 1976,Austria,Innsbruck 1976,1976
GOLD,Nikolay BAZHUKOV,Innsbruck 1976,Austria,Innsbruck 1976,1976
BRONZE,Konrad WINKLER,Innsbruck 1976,Austria,Innsbruck 1976,1976
SILVER,Anton INNAUER,Innsbruck 1976,Austria,Innsbruck 1976,1976
SILVER,Jochen DANNEBERG,Innsbruck 1976,Austria,Innsbruck 1976,1976
BRONZE,Hanni WENZEL,Innsbruck 1976,Austria,Innsbruck 1976,1976
GOLD,Piero GROS,Innsbruck 1976,Austria,Innsbruck 1976,1976
SILVER,Claudia GIORDANI,Innsbruck 1976,Austria,Innsbruck 1976,1976
BRONZE,Herbert PLANK,Innsbruck 1976,Austria,Innsbruck 1976,1976
BRONZE,Arto KOIVISTO,Innsbruck 1976,Austria,Innsbruck 1976,1976
BRONZE,Benny SÖDERGREN,Innsbruck 1976,Austria,Innsbruck 1976,1976
GOLD,Heini HEMMI,Innsbruck 1976,Austria,Innsbruck 1976,1976
SILVER,Ernst GOOD,Innsbruck 1976,Austria,Innsbruck 1976,1976
GOLD,Dorothy HAMILL,Innsbruck 1976,Austria,Innsbruck 1976,1976
GOLD,Galina STEPANSKAYA,Innsbruck 1976,Austria,Innsbruck 1976,1976
SILVER,Jörn DIDRIKSEN,Innsbruck 1976,Austria,Innsbruck 1976,1976
GOLD,Nikolay KRUGLOV,Innsbruck 1976,Austria,Innsbruck 1976,1976
BRONZE,Aleksandr YELIZAROV,Innsbruck 1976,Austria,Innsbruck 1976,1976
GOLD,Karl SCHNABL,Innsbruck 1976,Austria,Innsbruck 1976,1976
BRONZE,Karl SCHNABL,Innsbruck 1976,Austria,Innsbruck 1976,1976
GOLD,Ragnar SKANÄKER,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Jan JÖNSSON,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Angelo PARISI,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Pietro MENNEA,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Rodney DIXON,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Karel LISMONT,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Ulrike MEYFARTH,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Dwight Edwin STONES,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Helmut BELLINGRODT,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Victor DOLIPSCHI,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Peter HUSSING,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Kyösti Kalevi LAASONEN,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Vasily ALEKSEYEV,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Zbigniew KACZMAREK,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Vitali KUZNETSOV,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Ilias HADZIPAVLIS,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Nikolay ANDRIANOV,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Nikolay ANDRIANOV,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Aleksandr TOMOV,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Kazimierz LIPIEN,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Lasse VIREN,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Lasse VIREN,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Miruts YIFTER,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Tapio KANTANEN,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Burglinde POLLAK,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Ruth FUCHS,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Silvano BASAGNI,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Daniel IUGA,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Andras HARGITAY,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Teofilo STEVENSON,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Shota CHOCHOSHVILI,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Dietmar HÖTGER,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,David Colin STARBROOK,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Jean-Paul COCHE,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Victor Lee AUER,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Rudolf DOLLINGER,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Lanny BASSHAM,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Viktor TORSHIN,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Irena SZYDLOWSKA,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Gunnar JERVILL,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Gerd BONK,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Atanas SHOPOV,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Lajos SZÜCS,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Zygmunt SMALCERZ,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Peter MAROTH,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Kornelia ENDER,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Shirley Farber BABASHOFF,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Shirley Farber BABASHOFF,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Karen Patricia MOE-THORNTON,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,David Andrew WILKIE,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,John Frederick HENCKEN,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,John Frederick HENCKEN,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Melissa Louise BELOTE,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Melissa Louise BELOTE,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Alexander Timothy MCKEE,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Alexander Timothy MCKEE,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Steven Charles FURNISS,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Clyde SEFTON,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Serge MAURY,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Gunhild HOFFMEISTER,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Gunhild HOFFMEISTER,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Lyudmila BRAGINA,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Leonid LITVINENKO,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Ryszard KATUS,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Faina MELNIK,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Argentina MENIS,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Ian STEWART,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Valeriy BORZOV,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Valeriy BORZOV,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Guy DRUT,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Renate STECHER,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Renate STECHER,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Arnie ROBINSON,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Randel Luvelle WILLIAMS,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Hans BAUMGARTNER,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Kathryn Joan SCHMIDT,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Jaqueline TODTEN-HEIN,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Anatoli BONDARCHUK,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Jochen SACHSE,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Bernd KANNENBERG,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Frank Charles SHORTER,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Geza CSAPO,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Ulrika KNAPE-LINDBERGH,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Ulrika KNAPE-LINDBERGH,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Olga KORBUT,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Olga KORBUT,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Olga KORBUT,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Emilio CORREA VAILLANT,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Janusz GORTAT,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Enrique RODRIGUEZ CAL,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Andras BOTOS,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Leszek BLAZYNSKI,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Georghi KOSTADINOV,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Hans-Jürgen VEIL,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Csaba HEGEDÜS,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Roman DMITRIEV,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Heinz-Helmut WEHLING,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Gian Matteo RANZI,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Laszlo KLINGA,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Levan TEDIASHVILI,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Ben PETERSON,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Gheorghe BERCEANU,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Stefan ANGELOV,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Valeri REZANTSEV,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Koichiro HIRAYAMA,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Giuseppe BOGNANNI,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Ruslan ASHURALIEV,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Ivan YARYGIN,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,John Allan PETERSON,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Adolf SEGER,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Vasile IORGA,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Tamara LAZAKOVICH,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Tamara LAZAKOVICH,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Tamara LAZAKOVICH,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Shigeru KASAMATSU,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Shigeru KASAMATSU,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Shigeru KASAMATSU,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Viktor POTAPOV,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,György HORVATH,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Sandor HOLCZREITER,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Mukharbi KIRZHINOV,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Andon NIKOLOV,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Hans BETTEMBOURG,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Aleksandar KRAITCHEV,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Stefan GRÜTZNER,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Yordan BIKOV,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Daniel CLARK,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Jürgen SCHÜTZE,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Hans LUTZ,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Hennie KUIPER,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Hasse THOMSEN,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Boris KUZNETSOV,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Clemente ROJAS,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Gilberto CARRILLO QUESADA,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Isaac IKHOURIA,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Alfonso ZAMORA,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,George TURPIN,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Ricardo Luis CARRERAS,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,U Gil KIM,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Ralph EVANS,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Reima Valdemar VIRTANEN,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Marvin L. JOHNSON,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Ray P. SEALES,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Angel ANGELOV,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Jan SZCZEPANSKI,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Laszlo ORBAN,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Alfonso PEREZ,Munich 1972,Federal Republic of Germany,Munich 1972,1972
