name,gender,country,discipline,discipline_code,medal_type,athlete_index,athletes_sent,athletes_total,athlete_%,medal_count
TERENTEV Alexander,Male,ROC,Cross-Country Skiing,CCS,Bronze,1,119,235,50.638297872340424,60
THEOCHARIS Sacha,Male,France,Freestyle Skiing,FRS,,1,55,92,59.78260869565217,17
THERRIAULT Edouard,Male,Canada,Freestyle Skiing,FRS,,1,113,223,50.672645739910315,28
THOMPSON Broderick,Male,Canada,Alpine Skiing,ALP,,1,113,223,50.672645739910315,28
THORGREN Sven,Male,Sweden,Snowboard,SBD,,1,66,126,52.38095238095239,12
THORUP Viktor Hald,Male,Denmark,Speed Skating,SSK,,1,34,63,53.96825396825397,0
THUNE JACOBSEN Tobias,Male,Denmark,Curling,CUR,,1,34,63,53.96825396825397,0
THURKAUF Calvin,Male,Switzerland,Ice Hockey,IHO,,1,95,173,54.91329479768786,5
TIFFELS Frederik,Male,Germany,Ice Hockey,IHO,,1,105,161,65.21739130434783,37
TIMMINGS Nicholas,Male,Australia,Skeleton,SKN,,1,21,44,47.72727272727273,1
TJADER Jesper,Male,Sweden,Freestyle Skiing,FRS,Bronze,1,66,126,52.38095238095239,12
TKACHENKO Sergey,Male,Kazakhstan,Ski Jumping,SJP,,1,17,34,50.0,0
TKACHYOV Vladimir,Male,ROC,Ice Hockey,IHO,Silver,1,119,235,50.638297872340424,60
TOBITA Ruki,Male,Japan,Snowboard,SBD,,1,53,129,41.08527131782946,16
TODEV Blagoy,Male,Bulgaria,Biathlon,BTH,,1,10,16,62.5,0
TOMEK Matej,Male,Slovakia,Ice Hockey,IHO,Bronze,1,37,50,74.0,25
TOMKINS Matt,Male,Canada,Ice Hockey,IHO,,1,113,223,50.672645739910315,28
TOMMERNES Henrik,Male,Sweden,Ice Hockey,IHO,,1,66,126,52.38095238095239,12
TORSTI Samu,Male,Finland,Alpine Skiing,ALP,,1,53,99,53.535353535353536,29
TOTSUKA Yuto,Male,Japan,Snowboard,SBD,,1,53,129,41.08527131782946,16
TOURKI Liam,Male,France,Snowboard,SBD,,1,55,92,59.78260869565217,17
TOUTANT Sebastien,Male,Canada,Snowboard,SBD,,1,113,223,50.672645739910315,28
TRAVKIN Pavel,Male,ROC,Bobsleigh,BOB,,1,119,235,50.638297872340424,60
TREACY Farrell,Male,Great Britain,Short Track Speed Skating,STK,,1,27,49,55.10204081632652,5
TREACY Niall,Male,Great Britain,Short Track Speed Skating,STK,,1,27,49,55.10204081632652,5
TREICHL Markus,Male,Austria,Bobsleigh,BOB,,1,71,113,62.83185840707964,21
TRENTINI Alessio,Male,Italy,Speed Skating,SSK,,1,76,127,59.84251968503938,13
TRETIAKOV Alexander,Male,ROC,Skeleton,SKN,,1,119,235,50.638297872340424,60
TROFIMOV Roman Sergeevich,Male,ROC,Ski Jumping,SJP,,1,119,235,50.638297872340424,60
TROFIMOV Sergei,Male,ROC,Speed Skating,SSK,Silver,1,119,235,50.638297872340424,60
TRSAN Rok,Male,Slovenia,Biathlon,BTH,,1,25,48,52.083333333333336,8
TSCHOFENIG Daniel,Male,Austria,Ski Jumping,SJP,,1,71,113,62.83185840707964,21
TSUCHIYA Ryosuke,Male,Japan,Speed Skating,SSK,,1,53,129,41.08527131782946,16
TSVETKOV Maxim,Male,ROC,Biathlon,BTH,Bronze,1,119,235,50.638297872340424,60
TSYMBAL Bogdan,Male,Ukraine,Biathlon,BTH,,1,24,46,52.17391304347826,1
TUKHTAEV Komiljon,Male,Uzbekistan,Alpine Skiing,ALP,,1,1,1,100.0,0
TUOHIMAA Frans,Male,Finland,Ice Hockey,IHO,Gold,1,53,99,53.535353535353536,29
TURGOTT Nimroy,Male,Jamaica,Bobsleigh,BOB,,1,6,7,85.71428571428571,0
TYSHCHENKO Artem,Male,Ukraine,Biathlon,BTH,,1,24,46,52.17391304347826,1
ULEKLEIV Kristian,Male,Norway,Speed Skating,SSK,,1,70,108,64.81481481481481,43
UNO Shoma,Male,Japan,Figure Skating,FSK,Bronze,1,53,129,41.08527131782946,16
UNO Shoma,Male,Japan,Figure Skating,FSK,Bronze,1,53,129,41.08527131782946,16
UNTERSANDER Ramon,Male,Switzerland,Ice Hockey,IHO,,1,95,173,54.91329479768786,5
USTA Berkin,Male,Turkey,Alpine Skiing,ALP,,1,4,7,57.14285714285714,0
USTIUGOV Sergey,Male,ROC,Cross-Country Skiing,CCS,Gold,1,119,235,50.638297872340424,60
VAAGBERG Magnus,Male,Norway,Curling,CUR,,1,70,108,64.81481481481481,43
VACLAVIK Adam,Male,Czech Republic,Biathlon,BTH,,1,59,115,51.30434782608696,0
VAICIULIS Modestas,Male,Lithuania,Cross-Country Skiing,CCS,,1,8,13,61.53846153846154,0
VAIN Boris,Male,Monaco,Bobsleigh,BOB,,1,3,3,100.0,0
VALDES Carlo,Male,United States of America,Bobsleigh,BOB,,1,118,231,51.082251082251084,20
VALLET Edgar,Male,France,Nordic Combined,NCB,,1,55,92,59.78260869565217,17
VALNES Erik,Male,Norway,Cross-Country Skiing,CCS,Gold,1,70,108,64.81481481481481,43
van den BROECKE Dries,Male,Belgium,Alpine Skiing,ALP,,1,11,19,57.89473684210527,1
van der POEL Nils,Male,Sweden,Speed Skating,SSK,Gold,1,66,126,52.38095238095239,12
van der POEL Nils,Male,Sweden,Speed Skating,SSK,Gold,1,66,126,52.38095238095239,12
van der VELDEN Niek,Male,Netherlands,Snowboard,SBD,,1,23,51,45.09803921568628,5
van POTTELBERGHE Joren,Male,Switzerland,Ice Hockey,IHO,,1,95,173,54.91329479768786,5
van 'T WOUT Jens,Male,Netherlands,Short Track Speed Skating,STK,,1,23,51,45.09803921568628,5
VARABEI Maksim,Male,Belarus,Biathlon,BTH,,1,11,28,39.285714285714285,1
VARIOLA Mattia,Male,Italy,Bobsleigh,BOB,,1,76,127,59.84251968503938,13
VARNYU Alex,Male,Hungary,Short Track Speed Skating,STK,,1,10,16,62.5,5
VASILJEVS Deniss,Male,Latvia,Figure Skating,FSK,,1,50,61,81.9672131147541,3
VASSILYEV Danil,Male,Kazakhstan,Ski Jumping,SJP,,1,17,34,50.0,0
VATANEN Sami,Male,Finland,Ice Hockey,IHO,Gold,1,53,99,53.535353535353536,29
VAVERCAK Tomas,Male,Slovakia,Luge,LUG,,1,37,50,74.0,25
VEDDER Jake,Male,United States of America,Snowboard,SBD,,1,118,231,51.082251082251084,20
VEENKER Dennis,Male,Netherlands,Bobsleigh,BOB,,1,23,51,45.09803921568628,5
VEJDELEK Filip,Male,Czech Republic,Luge,LUG,,1,59,115,51.30434782608696,0
VELICHKO Yevgeniy,Male,Kazakhstan,Cross-Country Skiing,CCS,,1,17,34,50.0,0
VENTURA Paolo,Male,Italy,Cross-Country Skiing,CCS,,1,76,127,59.84251968503938,13
VERBIJ Kai,Male,Netherlands,Speed Skating,SSK,,1,23,51,45.09803921568628,5
VERDU Joan,Male,Andorra,Alpine Skiing,ALP,,1,2,5,40.0,0
VERGINER Alex,Male,Italy,Bobsleigh,BOB,,1,76,127,59.84251968503938,13
VERMEULEN Mika,Male,Austria,Cross-Country Skiing,CCS,,1,71,113,62.83185840707964,21
VERMIN Joel,Male,Switzerland,Ice Hockey,IHO,,1,95,173,54.91329479768786,5
VERSLUIS Matthias,Male,Finland,Figure Skating,FSK,,1,53,99,53.535353535353536,29
VIANO Richardson,Male,Haiti,Alpine Skiing,ALP,,1,1,1,100.0,0
VICKTOR Noah,Male,Germany,Snowboard,SBD,,1,105,161,65.21739130434783,37
VIDOVIC Matej,Male,Croatia,Alpine Skiing,ALP,,1,4,11,36.36363636363637,0
VIERELA Severi,Male,Finland,Freestyle Skiing,FRS,,1,53,99,53.535353535353536,29
VIGANTS Raimo,Male,Latvia,Cross-Country Skiing,CCS,,1,50,61,81.9672131147541,3
VIK Lars Young,Male,Australia,Cross-Country Skiing,CCS,,1,21,44,47.72727272727273,1
VINATZER Alex,Male,Italy,Alpine Skiing,ALP,,1,76,127,59.84251968503938,13
VINOGRADOVS Markuss,Male,Latvia,Nordic Combined,NCB,,1,50,61,81.9672131147541,3
VISINTIN Omar,Male,Italy,Snowboard,SBD,Bronze,1,76,127,59.84251968503938,13
VISINTIN Omar,Male,Italy,Snowboard,SBD,Silver,1,76,127,59.84251968503938,13
VITO III Louis Philip,Male,Italy,Snowboard,SBD,,1,76,127,59.84251968503938,13
VOCKENSPERGER Leon,Male,Germany,Snowboard,SBD,,1,105,161,65.21739130434783,37
VOGT Michael,Male,Switzerland,Bobsleigh,BOB,,1,95,173,54.91329479768786,5
VOINOV Vyacheslav,Male,ROC,Ice Hockey,IHO,Silver,1,119,235,50.638297872340424,60
VOLKER Charlie,Male,United States of America,Bobsleigh,BOB,,1,118,231,51.082251082251084,20
von APPEN Henrik,Male,Chile,Alpine Skiing,ALP,,1,2,4,50.0,0
VORANAU Aliaksandr,Male,Belarus,Cross-Country Skiing,CCS,,1,11,28,39.285714285714285,1
VORONKOV Dmitri,Male,ROC,Ice Hockey,IHO,Silver,1,119,235,50.638297872340424,60
VOSTE Mathias,Male,Belgium,Speed Skating,SSK,,1,11,19,57.89473684210527,1
VRHOVNIK Vid,Male,Slovenia,Nordic Combined,NCB,,1,25,48,52.083333333333336,8
VUKICEVIC Marko,Male,Serbia,Alpine Skiing,ALP,,1,1,2,50.0,0
VUORINEN Lauri,Male,Finland,Cross-Country Skiing,CCS,,1,53,99,53.535353535353536,29
VYTRVAL Jan,Male,Czech Republic,Nordic Combined,NCB,,1,59,115,51.30434782608696,0
WAGNER Fabio,Male,Germany,Ice Hockey,IHO,,1,105,161,65.21739130434783,37
WALCZYK Dylan,Male,United States of America,Freestyle Skiing,FRS,,1,118,231,51.082251082251084,20
WALKER Geoff,Male,Canada,Curling,CUR,Bronze,1,113,223,50.672645739910315,28
WALKER Tristan,Male,Canada,Luge,LUG,,1,113,223,50.672645739910315,28
WALLACE Lloyd,Male,Great Britain,Freestyle Skiing,FRS,,1,27,49,55.10204081632652,5
WALLASCH Tyler,Male,United States of America,Freestyle Skiing,FRS,,1,118,231,51.082251082251084,20
WALLBERG Walter,Male,Sweden,Freestyle Skiing,FRS,Gold,1,66,126,52.38095238095239,12
WALLMARK Lucas,Male,Sweden,Ice Hockey,IHO,,1,66,126,52.38095238095239,12
WALSTAD Steffen,Male,Norway,Curling,CUR,,1,70,108,64.81481481481481,43
WANG Haizhuo,Male,People's Republic of China,Freestyle Skiing,FRS,,1,98,191,51.30890052356021,11
WANG Haotian,Male,People's Republic of China,Speed Skating,SSK,,1,98,191,51.30890052356021,11
WANG Qiang,Male,People's Republic of China,Cross-Country Skiing,CCS,,1,98,191,51.30890052356021,11
WANG Taile,Male,People's Republic of China,Ice Hockey,IHO,,1,98,191,51.30890052356021,11
WANG Xindi,Male,People's Republic of China,Freestyle Skiing,FRS,,1,98,191,51.30890052356021,11
WANG Zhiyu,Male,People's Republic of China,Curling,CUR,,1,98,191,51.30890052356021,11
WANG Ziyang,Male,People's Republic of China,Snowboard,SBD,,1,98,191,51.30890052356021,11
WARSOFSKY David,Male,United States of America,Ice Hockey,IHO,,1,118,231,51.082251082251084,20
WASEK Pawel,Male,Poland,Ski Jumping,SJP,,1,27,57,47.368421052631575,1
WATABE Akito,Male,Japan,Nordic Combined,NCB,Bronze,1,53,129,41.08527131782946,16
WATABE Akito,Male,Japan,Nordic Combined,NCB,Bronze,1,53,129,41.08527131782946,16
WATABE Yoshito,Male,Japan,Nordic Combined,NCB,Bronze,1,53,129,41.08527131782946,16
WATSON Ashley,Male,Jamaica,Bobsleigh,BOB,,1,6,7,85.71428571428571,0
WATTS Reid,Male,Canada,Luge,LUG,,1,113,223,50.672645739910315,28
WEAL Jordan,Male,Canada,Ice Hockey,IHO,,1,113,223,50.672645739910315,28
WEBB Jeffrey,Male,Malaysia,Alpine Skiing,ALP,,1,1,2,50.0,0
WEBER Christopher,Male,Germany,Bobsleigh,BOB,Silver,1,105,161,65.21739130434783,37
WEBER Terence,Male,Germany,Nordic Combined,NCB,,1,105,161,65.21739130434783,37
WEBER Yannick,Male,Switzerland,Ice Hockey,IHO,,1,95,173,54.91329479768786,5
WEGER Benjamin,Male,Switzerland,Biathlon,BTH,,1,95,173,54.91329479768786,5
WEI Ruike,Male,People's Republic of China,Ice Hockey,IHO,,1,98,191,51.30890052356021,11
WEKPE Matthew,Male,Jamaica,Bobsleigh,BOB,,1,6,7,85.71428571428571,0
WENDL Tobias,Male,Germany,Luge,LUG,Gold,1,105,161,65.21739130434783,37
WENDL Tobias,Male,Germany,Luge,LUG,Gold,1,105,161,65.21739130434783,37
WENGER Livio,Male,Switzerland,Speed Skating,SSK,,1,95,173,54.91329479768786,5
WERNER Pirmin,Male,Switzerland,Freestyle Skiing,FRS,,1,95,173,54.91329479768786,5
WEST Tucker,Male,United States of America,Luge,LUG,,1,118,231,51.082251082251084,20
WESTON Matt,Male,Great Britain,Skeleton,SKN,,1,27,49,55.10204081632652,5
WHITE Shaun,Male,United States of America,Snowboard,SBD,,1,118,231,51.082251082251084,20
WHYTE Ross,Male,Great Britain,Curling,CUR,Silver,1,27,49,55.10204081632652,5
WIKSTEN Kasper,Male,Denmark,Curling,CUR,,1,34,63,53.96825396825397,0
WILD Victor,Male,ROC,Snowboard,SBD,Bronze,1,119,235,50.638297872340424,60
WILI Colin,Male,Switzerland,Freestyle Skiing,FRS,,1,95,173,54.91329479768786,5
WILL Roman,Male,Czech Republic,Ice Hockey,IHO,,1,59,115,51.30434782608696,0
WILLIAMSON Joshua,Male,United States of America,Bobsleigh,BOB,,1,118,231,51.082251082251084,20
WILMSMANN Florian,Male,Germany,Freestyle Skiing,FRS,,1,105,161,65.21739130434783,37
WILSON Bradley,Male,United States of America,Freestyle Skiing,FRS,,1,118,231,51.082251082251084,20
WINDINGSTAD Rasmus,Male,Norway,Alpine Skiing,ALP,Bronze,1,70,108,64.81481481481481,43
WINDISCH Dominik,Male,Italy,Biathlon,BTH,,1,76,127,59.84251968503938,13
WINKLER Robert,Male,Austria,Freestyle Skiing,FRS,,1,71,113,62.83185840707964,21
WINNIK Daniel,Male,Canada,Ice Hockey,IHO,,1,113,223,50.672645739910315,28
WINTERS Cody,Male,United States of America,Snowboard,SBD,,1,118,231,51.082251082251084,20
WINTERS Luke,Male,United States of America,Alpine Skiing,ALP,,1,118,231,51.082251082251084,20
WISE David,Male,United States of America,Freestyle Skiing,FRS,Silver,1,118,231,51.082251082251084,20
WOLF David,Male,Germany,Ice Hockey,IHO,,1,105,161,65.21739130434783,37
WON Yunjong,Male,Republic of Korea,Bobsleigh,BOB,,1,36,68,52.94117647058824,10
WOODS James,Male,Great Britain,Freestyle Skiing,FRS,,1,27,49,55.10204081632652,5
WOODS-TOPALOVIC Cooper,Male,Australia,Freestyle Skiing,FRS,,1,21,44,47.72727272727273,1
WOTHERSPOON Tyler,Male,Canada,Ice Hockey,IHO,,1,113,223,50.672645739910315,28
WRANAA Rasmus,Male,Sweden,Curling,CUR,Gold,1,66,126,52.38095238095239,12
WRIGHT Campbell,Male,New Zealand,Biathlon,BTH,,1,9,16,56.25,1
WU Dajing,Male,People's Republic of China,Short Track Speed Skating,STK,Gold,1,98,191,51.30890052356021,11
WU Qingze,Male,People's Republic of China,Bobsleigh,BOB,,1,98,191,51.30890052356021,11
WU Zhitao,Male,People's Republic of China,Bobsleigh,BOB,,1,98,191,51.30890052356021,11
WYATT Marcus,Male,Great Britain,Skeleton,SKN,,1,27,49,55.10204081632652,5
XHEPA Denni,Male,Albania,Alpine Skiing,ALP,,1,1,1,100.0,0
XIANG Xudong,Male,People's Republic of China,Ice Hockey,IHO,,1,98,191,51.30890052356021,11
XU Fu,Male,People's Republic of China,Speed Skating,SSK,,1,98,191,51.30890052356021,11
XU Jingtao,Male,People's Republic of China,Curling,CUR,,1,98,191,51.30890052356021,11
XU Mingfu,Male,People's Republic of China,Alpine Skiing,ALP,,1,98,191,51.30890052356021,11
YACHI Sora,Male,Japan,Nordic Combined,NCB,,1,53,129,41.08527131782946,16
YAKIMUSHKIN Ivan,Male,ROC,Cross-Country Skiing,CCS,Silver,1,119,235,50.638297872340424,60
YAKOVLEV Yegor,Male,ROC,Ice Hockey,IHO,Silver,1,119,235,50.638297872340424,60
YALIOTNAU Raman,Male,Belarus,Biathlon,BTH,,1,11,28,39.285714285714285,1
YAMAMOTO Ryota,Male,Japan,Nordic Combined,NCB,Bronze,1,53,129,41.08527131782946,16
YAMASHITA Haruki,Male,Japan,Cross-Country Skiing,CCS,,1,53,129,41.08527131782946,16
YAN Juncheng,Male,People's Republic of China,Ice Hockey,IHO,,1,98,191,51.30890052356021,11
YAN Ruinan,Male,People's Republic of China,Ice Hockey,IHO,,1,98,191,51.30890052356021,11
YAN Wengang,Male,People's Republic of China,Skeleton,SKN,Bronze,1,98,191,51.30890052356021,11
YAN Xingyuan,Male,People's Republic of China,Biathlon,BTH,,1,98,191,51.30890052356021,11
YANG Tao,Male,People's Republic of China,Speed Skating,SSK,,1,98,191,51.30890052356021,11
YANKOV Radoslav,Male,Bulgaria,Snowboard,SBD,,1,10,16,62.5,0
YE Jielong,Male,People's Republic of China,Bobsleigh,BOB,,1,98,191,51.30890052356021,11
YE Jinguang,Male,People's Republic of China,Ice Hockey,IHO,,1,98,191,51.30890052356021,11
YELESIN Alexander,Male,ROC,Ice Hockey,IHO,Silver,1,119,235,50.638297872340424,60
YIN Zheng,Male,People's Republic of China,Skeleton,SKN,,1,98,191,51.30890052356021,11
YING Rudi,Male,People's Republic of China,Ice Hockey,IHO,,1,98,191,51.30890052356021,11
YOSHINAGA Kazuki,Male,Japan,Short Track Speed Skating,STK,,1,53,129,41.08527131782946,16
YOUNG Andrew,Male,Great Britain,Cross-Country Skiing,CCS,,1,27,49,55.10204081632652,5
YUAN Junjie,Male,People's Republic of China,Ice Hockey,IHO,,1,98,191,51.30890052356021,11
YULE Daniel,Male,Switzerland,Alpine Skiing,ALP,,1,95,173,54.91329479768786,5
YUN Sungbin,Male,Republic of Korea,Skeleton,SKN,,1,36,68,52.94117647058824,10
YUNG Hau Tsuen Adrian,Male,"Hong Kong, China",Alpine Skiing,ALP,,1,2,3,66.66666666666666,0
ZABYSTRAN Jan,Male,Czech Republic,Alpine Skiing,ALP,,1,59,115,51.30434782608696,0
ZAHKNA Rene,Male,Estonia,Biathlon,BTH,,1,14,26,53.84615384615385,0
ZAJC Timi,Male,Slovenia,Ski Jumping,SJP,Gold,1,25,48,52.083333333333336,8
ZAJC Timi,Male,Slovenia,Ski Jumping,SJP,Silver,1,25,48,52.083333333333336,8
ZAKHAROV Ruslan,Male,ROC,Speed Skating,SSK,Silver,1,119,235,50.638297872340424,60
ZALESKY Dominik,Male,Czech Republic,Bobsleigh,BOB,,1,59,115,51.30434782608696,0
ZAMPA Adam,Male,Slovakia,Alpine Skiing,ALP,,1,37,50,74.0,25
ZAMPA Andreas,Male,Slovakia,Alpine Skiing,ALP,,1,37,50,74.0,25
ZANDRON Marco,Male,Spain,Figure Skating,FSK,,1,10,14,71.42857142857143,0
ZANON Nicola,Male,Thailand,Alpine Skiing,ALP,,1,2,4,50.0,0
ZAYTSEV Aleksey,Male,ROC,Bobsleigh,BOB,,1,119,235,50.638297872340424,60
ZEMLICKA Milan,Male,Czech Republic,Biathlon,BTH,,1,59,115,51.30434782608696,0
ZENHAEUSERN Ramon,Male,Switzerland,Alpine Skiing,ALP,,1,95,173,54.91329479768786,5
ZHANG Chunyu,Male,People's Republic of China,Biathlon,BTH,,1,98,191,51.30890052356021,11
ZHANG Pengfei,Male,People's Republic of China,Ice Hockey,IHO,,1,98,191,51.30890052356021,11
ZHANG Tianyi,Male,People's Republic of China,Short Track Speed Skating,STK,,1,98,191,51.30890052356021,11
ZHANG Yangming,Male,People's Republic of China,Alpine Skiing,ALP,,1,98,191,51.30890052356021,11
ZHANG Zesen,Male,People's Republic of China,Ice Hockey,IHO,,1,98,191,51.30890052356021,11
ZHAO Jiawen,Male,People's Republic of China,Nordic Combined,NCB,,1,98,191,51.30890052356021,11
ZHAO Jiawen,Male,People's Republic of China,Ski Jumping,SJP,,1,98,191,51.30890052356021,11
ZHAO Yang,Male,People's Republic of China,Freestyle Skiing,FRS,,1,98,191,51.30890052356021,11
ZHAO Zihe,Male,People's Republic of China,Nordic Combined,NCB,,1,98,191,51.30890052356021,11
ZHAROVTSEV Vladislav,Male,ROC,Bobsleigh,BOB,,1,119,235,50.638297872340424,60
ZHEN Heng,Male,People's Republic of China,Bobsleigh,BOB,,1,98,191,51.30890052356021,11
ZHEN Weijie,Male,People's Republic of China,Ski Jumping,SJP,,1,98,191,51.30890052356021,11
ZHENG Enlai,Male,People's Republic of China,Ice Hockey,IHO,,1,98,191,51.30890052356021,11
ZHONG Wei,Male,People's Republic of China,Ice Hockey,IHO,,1,98,191,51.30890052356021,11
ZHOU Vincent,Male,United States of America,Figure Skating,FSK,Silver,1,118,231,51.082251082251084,20
ZHOU Xiaoyang,Male,People's Republic of China,Ski Jumping,SJP,,1,98,191,51.30890052356021,11
ZHU Zhenyu,Male,People's Republic of China,Biathlon,BTH,,1,98,191,51.30890052356021,11
ZILE Kristaps Roberts,Male,Latvia,Ice Hockey,IHO,,1,50,61,81.9672131147541,3
ZLATKOV Kamen,Male,Bulgaria,Alpine Skiing,ALP,,1,10,16,62.5,0
ZMIJ Matej,Male,Slovakia,Luge,LUG,,1,37,50,74.0,25
ZOBEL David,Male,Germany,Biathlon,BTH,,1,105,161,65.21739130434783,37
ZOGRAFSKI Vladimir,Male,Bulgaria,Ski Jumping,SJP,,1,10,16,62.5,0
ZOHORNA Hynek,Male,Czech Republic,Ice Hockey,IHO,,1,59,115,51.30434782608696,0
ZOHORNA Tomas,Male,Czech Republic,Ice Hockey,IHO,,1,59,115,51.30434782608696,0
ZOU Qiang,Male,People's Republic of China,Curling,CUR,,1,98,191,51.30890052356021,11
ZUBCIC Filip,Male,Croatia,Alpine Skiing,ALP,,1,4,11,36.36363636363637,0
ZUREK Damian,Male,Poland,Speed Skating,SSK,,1,27,57,47.368421052631575,1
ZUZIN Peter,Male,Slovakia,Ice Hockey,IHO,Bronze,1,37,50,74.0,25
ZVEJNIEKS Miks,Male,Latvia,Alpine Skiing,ALP,,1,50,61,81.9672131147541,3
ZYLA Piotr,Male,Poland,Ski Jumping,SJP,,1,27,57,47.368421052631575,1
